Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
QQQ260625P00713000,QQQ260625P00713000,SELL,FILLED,3,3,@0.56,0.57,DAY,2026-06-25T19:26:19.642Z,2026-06-25T19:26:19.862Z
QQQ260625P00713000,QQQ260625P00713000,SELL,FILLED,3,3,,0.81,DAY,2026-06-25T19:16:09.684Z,2026-06-25T19:16:09.728Z
IBIT260717P00030000,IBIT260717P00030000,BUY,FILLED,10,10,@0.48,0.48,DAY,2026-06-25T19:13:22.336Z,2026-06-25T19:13:22.549Z
QQQ260625C00720000,QQQ260625C00720000,SELL,FILLED,5,5,@0.19,0.2,DAY,2026-06-25T19:02:12.661Z,2026-06-25T19:02:12.868Z
QQQ260625C00720000,QQQ260625C00720000,BUY,FILLED,5,5,@0.29,0.29,DAY,2026-06-25T19:00:37.759Z,2026-06-25T19:00:37.918Z
QQQ260625P00713000,QQQ260625P00713000,BUY,FILLED,6,6,@0.43,0.42,DAY,2026-06-25T19:00:06.996Z,2026-06-25T19:00:19.500Z
IBIT260706P00030000,IBIT260706P00030000,BUY,FILLED,25,25,@0.23,0.23,DAY,2026-06-25T18:46:44.932Z,2026-06-25T18:46:44.970Z
MSFT260717C00380000,MSFT260717C00380000,BUY,FILLED,1,1,@4.55,4.51,DAY,2026-06-25T18:35:41.586Z,2026-06-25T18:35:41.732Z
MSTR260710P00090000,MSTR260710P00090000,SELL,FILLED,1,1,@8.5,8.71,DAY,2026-06-25T18:10:44.075Z,2026-06-25T18:10:44.212Z
MSFT260706C00380000,MSFT260706C00380000,SELL,FILLED,5,5,@1.09,1.09,DAY,2026-06-25T17:54:47.641Z,2026-06-25T17:54:52.378Z
MSFT260706C00380000,MSFT260706C00380000,BUY,FILLED,10,10,@1.1,1.1,DAY,2026-06-25T16:55:03.648Z,2026-06-25T16:55:03.812Z
MSTR260626P00075000,MSTR260626P00075000,SELL,FILLED,15,15,@0.4,0.41,DAY,2026-06-25T16:54:27.005Z,2026-06-25T16:54:42.335Z
PLTR260626P00105000,PLTR260626P00105000,SELL,FILLED,3,3,@0.69,0.69,DAY,2026-06-25T16:39:19.414Z,2026-06-25T16:39:19.787Z
MSTR260626P00075000,MSTR260626P00075000,BUY,FILLED,15,15,@0.36,0.36,DAY,2026-06-25T16:39:08.728Z,2026-06-25T16:39:08.809Z
PLTR260626P00105000,PLTR260626P00105000,BUY,FILLED,3,3,@1.03,1.03,DAY,2026-06-25T15:09:22.646Z,2026-06-25T15:09:37.811Z
BIDU260710P00100000,BIDU260710P00100000,SELL,FILLED,2,2,@2.05,2.05,DAY,2026-06-25T14:58:01.070Z,2026-06-25T14:58:01.107Z
MU260626P01085000,MU260626P01085000,BUY,FILLED,1,1,@13,13,DAY,2026-06-25T14:16:13.607Z,2026-06-25T14:16:32.246Z
MU260626P01085000,MU260626P01085000,SELL,FILLED,1,1,@7.75,7.75,DAY,2026-06-25T14:11:01.250Z,2026-06-25T14:11:01.376Z
SMH260626P00625000,SMH260626P00625000,SELL,FILLED,1,1,@16.3,16.3,DAY,2026-06-25T13:57:10.137Z,2026-06-25T13:57:10.224Z
BA260626C00225000,BA260626C00225000,SELL,FILLED,1,1,@0.59,0.59,DAY,2026-06-25T13:53:27.358Z,2026-06-25T13:53:32.232Z
GOOG260626P00330000,GOOG260626P00330000,SELL,FILLED,3,3,@1.01,1.01,DAY,2026-06-25T13:53:07.474Z,2026-06-25T13:53:21.685Z
SMH260626P00600000,SMH260626P00600000,SELL,FILLED,1,1,@4.65,4.66,DAY,2026-06-25T13:53:02.812Z,2026-06-25T13:53:02.994Z
MU260626P01085000,MU260626P01085000,BUY,FILLED,1,1,@11.45,11.45,DAY,2026-06-25T13:52:55.312Z,2026-06-25T13:52:55.357Z
SMH260626P00600000,SMH260626P00600000,BUY,FILLED,1,1,@3.65,3.65,DAY,2026-06-25T13:49:19.187Z,2026-06-25T13:49:19.292Z
PLTR260626P00106000,PLTR260626P00106000,SELL,FILLED,3,3,@0.92,0.93,DAY,2026-06-25T13:44:14.607Z,2026-06-25T13:44:14.657Z
IREN260702P00046000,IREN260702P00046000,BUY,FILLED,8,8,@1.75,1.75,DAY,2026-06-25T13:43:33.419Z,2026-06-25T13:43:33.500Z
GOOG260626P00330000,GOOG260626P00330000,BUY,FILLED,3,3,@1.2,1.2,DAY,2026-06-25T13:41:42.283Z,2026-06-25T13:42:00.196Z
SMH260626P00625000,SMH260626P00625000,BUY,FILLED,1,1,@4.15,4.15,DAY,2026-06-25T13:40:29.390Z,2026-06-25T13:40:29.560Z
IBIT260706P00030000,IBIT260706P00030000,BUY,FILLED,25,25,@0.23,0.22,DAY,2026-06-25T13:39:55.765Z,2026-06-25T13:47:51.693Z
INTC260717C00170000,INTC260717C00170000,SELL,FILLED,3,3,@3.45,3.45,DAY,2026-06-25T13:39:01.640Z,2026-06-25T13:39:02.222Z
MU260626C01325000,MU260626C01325000,SELL,FILLED,1,1,@10.35,10.76,DAY,2026-06-25T13:38:16.866Z,2026-06-25T13:38:17.009Z
BIDU260710P00100000,BIDU260710P00100000,BUY,FILLED,2,2,@1.98,1.98,DAY,2026-06-25T13:35:11.204Z,2026-06-25T13:39:14.045Z
PLTR260626P00106000,PLTR260626P00106000,BUY,FILLED,3,3,@0.78,0.78,DAY,2026-06-25T13:34:49.752Z,2026-06-25T13:34:49.792Z
INTC260717C00170000,INTC260717C00170000,BUY,FILLED,3,3,@3.85,3.85,DAY,2026-06-25T13:34:00.206Z,2026-06-25T13:34:01.151Z
MU260626C01325000,MU260626C01325000,BUY,FILLED,1,1,@12.6,11.35,DAY,2026-06-25T13:33:25.580Z,2026-06-25T13:33:25.676Z
GLD260706P00340000,GLD260706P00340000,SELL,FILLED,6,6,@0.74,0.74,DAY,2026-06-25T13:30:17.666Z,2026-06-25T13:30:23.373Z
IBIT260706P00030000,IBIT260706P00030000,SELL,FILLED,50,50,@0.14,0.14,DAY,2026-06-25T13:30:13.283Z,2026-06-25T13:30:33.146Z
IREN260702P00046000,IREN260702P00046000,SELL,FILLED,8,8,@1.2,1.2,DAY,2026-06-25T13:30:07.107Z,2026-06-25T13:30:07.429Z
PLTR260710P00100000,PLTR260710P00100000,SELL,FILLED,5,5,@0.75,0.75,DAY,2026-06-24T19:53:48.879Z,2026-06-24T19:53:49.096Z
BA260626C00225000,BA260626C00225000,SELL,FILLED,4,4,@1.13,1.13,DAY,2026-06-24T19:08:33.079Z,2026-06-24T19:09:55.776Z
MSTR260710P00090000,MSTR260710P00090000,SELL,FILLED,2,2,@5.2,5.2,DAY,2026-06-24T18:17:30.669Z,2026-06-24T18:17:30.703Z
BA260626C00225000,BA260626C00225000,BUY,FILLED,5,5,@0.98,0.98,DAY,2026-06-24T18:13:14.369Z,2026-06-24T18:13:14.416Z
PLTR260710P00100000,PLTR260710P00100000,SELL,FILLED,5,5,@0.92,0.93,DAY,2026-06-24T18:07:06.111Z,2026-06-24T18:07:06.326Z
Q260717P00145000,Q260717P00145000,SELL,FILLED,1,1,@4.6,5.1,DAY,2026-06-24T18:06:58.841Z,2026-06-24T18:06:58.879Z
GLD260706P00340000,GLD260706P00340000,SELL,FILLED,2,2,@1.73,1.73,DAY,2026-06-24T18:06:54.774Z,2026-06-24T18:06:54.803Z
IREN260626P00054000,IREN260626P00054000,SELL,FILLED,1,1,@4.5,4.55,DAY,2026-06-24T18:06:48.032Z,2026-06-24T18:06:48.376Z
GLD260706P00340000,GLD260706P00340000,BUY,FILLED,8,8,@1.26,1.26,DAY,2026-06-24T15:26:29.754Z,2026-06-24T15:26:31.280Z
Q260717P00145000,Q260717P00145000,BUY,FILLED,1,1,@4.7,4.7,DAY,2026-06-24T15:22:31.968Z,2026-06-24T15:22:32.061Z
GLD260630P00362000,GLD260630P00362000,SELL,FILLED,1,1,@3.15,3.15,DAY,2026-06-24T15:19:35.069Z,2026-06-24T15:19:35.162Z
IREN260626P00054000,IREN260626P00054000,SELL,FILLED,2,2,@3.1,3.1,DAY,2026-06-24T15:15:12.960Z,2026-06-24T15:15:22.136Z
IREN260702P00046000,IREN260702P00046000,BUY,FILLED,8,8,@1.21,1.21,DAY,2026-06-24T15:15:06.056Z,2026-06-24T15:15:06.175Z
GLD260630P00362000,GLD260630P00362000,BUY,FILLED,1,1,@3.2,3.06,DAY,2026-06-24T14:52:15.251Z,2026-06-24T14:52:15.386Z
IBIT260706P00030000,IBIT260706P00030000,SELL,FILLED,50,50,@0.15,0.15,DAY,2026-06-24T14:38:54.802Z,2026-06-24T14:39:04.815Z
INTC260702P00120000,INTC260702P00120000,SELL,FILLED,2,2,@2.36,2.36,DAY,2026-06-24T14:32:50.023Z,2026-06-24T14:32:50.562Z
QCOM260702P00185000,QCOM260702P00185000,SELL,FILLED,1,1,@6.1,6.1,DAY,2026-06-24T14:32:44.325Z,2026-06-24T14:33:01.101Z
PLTR260710P00100000,PLTR260710P00100000,SELL,FILLED,10,10,@0.53,0.53,DAY,2026-06-24T14:21:04.035Z,2026-06-24T14:21:04.071Z
IBIT260706P00030000,IBIT260706P00030000,BUY,FILLED,50,50,@0.19,0.18,DAY,2026-06-24T14:20:46.757Z,2026-06-24T14:20:46.822Z
IBIT260706P00030000,IBIT260706P00030000,BUY,FILLED,50,50,@0.17,0.17,DAY,2026-06-24T14:18:53.472Z,2026-06-24T14:19:03.026Z
QCOM260702P00185000,QCOM260702P00185000,SELL,FILLED,1,1,@6.75,6.75,DAY,2026-06-24T14:08:05.512Z,2026-06-24T14:08:05.707Z
INTC260702P00120000,INTC260702P00120000,SELL,FILLED,1,1,@2.78,2.78,DAY,2026-06-24T14:07:57.726Z,2026-06-24T14:08:06.064Z
GLD260630C00380000,GLD260630C00380000,SELL,FILLED,5,5,@1.31,1.31,DAY,2026-06-24T13:56:27.884Z,2026-06-24T13:56:28.236Z
GLD260630C00380000,GLD260630C00380000,BUY,FILLED,5,5,@1.16,1.16,DAY,2026-06-24T13:43:25.482Z,2026-06-24T13:43:25.527Z
GLD260624P00360000,GLD260624P00360000,SELL,FILLED,5,5,@0.09,0.09,DAY,2026-06-24T13:42:39.493Z,2026-06-24T13:42:39.561Z
SLV260717P00050000,SLV260717P00050000,SELL,FILLED,13,13,@1.42,1.42,DAY,2026-06-24T13:42:35.622Z,2026-06-24T13:42:35.661Z
QQQ260624C00723000,QQQ260624C00723000,SELL,FILLED,1,1,@1.34,1.35,DAY,2026-06-24T13:32:19.580Z,2026-06-24T13:32:19.761Z
GLD260624P00360000,GLD260624P00360000,BUY,FILLED,5,5,@0.65,0.6,DAY,2026-06-24T13:30:41.397Z,2026-06-24T13:31:37.815Z
QQQ260624C00723000,QQQ260624C00723000,BUY,FILLED,1,1,@2.42,2.41,DAY,2026-06-23T19:55:36.088Z,2026-06-23T19:55:36.135Z
INTC260702P00120000,INTC260702P00120000,BUY,FILLED,1,1,@3.25,3.25,DAY,2026-06-23T19:55:00.220Z,2026-06-23T19:55:00.314Z
TSLA260624P00377500,TSLA260624P00377500,SELL,FILLED,1,1,@1.7,1.7,DAY,2026-06-23T16:15:17.416Z,2026-06-23T16:15:17.548Z
SLV260717P00050000,SLV260717P00050000,BUY,FILLED,13,13,@0.82,0.79,DAY,2026-06-23T15:51:01.036Z,2026-06-23T15:51:01.223Z
TSLA260624P00377500,TSLA260624P00377500,BUY,FILLED,1,1,@2.08,2.03,DAY,2026-06-23T15:07:26.269Z,2026-06-23T15:07:26.360Z
INTC260626P00130000,INTC260626P00130000,SELL,FILLED,1,1,@3.15,3.16,DAY,2026-06-23T14:45:12.118Z,2026-06-23T14:45:24.461Z
INTC260702P00120000,INTC260702P00120000,SELL,FILLED,3,3,@2.52,2.52,DAY,2026-06-23T14:44:59.797Z,2026-06-23T14:44:59.874Z
PLTR260710P00100000,PLTR260710P00100000,SELL,CANCELLED,0,10,@0.52,,DAY,2026-06-23T14:44:51.183Z,
QCOM260702P00185000,QCOM260702P00185000,BUY,FILLED,2,2,@5.65,5.65,DAY,2026-06-23T14:44:26.290Z,2026-06-23T14:44:33.520Z
INTC260626P00130000,INTC260626P00130000,SELL,FILLED,1,1,@3.1,3.13,DAY,2026-06-23T14:41:44.032Z,2026-06-23T14:41:44.246Z
INTC260702P00120000,INTC260702P00120000,BUY,FILLED,5,5,@2.54,2.54,DAY,2026-06-23T14:41:37.151Z,2026-06-23T14:41:37.188Z
INTC260626P00130000,INTC260626P00130000,BUY,FILLED,2,2,@3.25,3.18,DAY,2026-06-23T14:26:29.714Z,2026-06-23T14:26:29.967Z
QQQ260702P00700000,QQQ260702P00700000,SELL,FILLED,2,2,@7.33,7.33,DAY,2026-06-23T13:49:33.564Z,2026-06-23T13:49:33.613Z
QQQ260702P00700000,QQQ260702P00700000,SELL,FILLED,3,3,,8.37,DAY,2026-06-23T13:32:14.631Z,2026-06-23T13:32:14.974Z
MSTR260710P00090000,MSTR260710P00090000,BUY,FILLED,5,5,@1.86,1.84,DAY,2026-06-22T19:21:15.164Z,2026-06-22T19:21:15.390Z
PLTR260710P00100000,PLTR260710P00100000,BUY,FILLED,20,20,@0.55,0.54,DAY,2026-06-22T19:16:27.910Z,2026-06-22T19:16:28.049Z
IREN260702P00055000,IREN260702P00055000,SELL,FILLED,3,3,@3.05,3.05,DAY,2026-06-22T16:49:51.426Z,2026-06-22T16:49:51.586Z
SMH260626P00560000,SMH260626P00560000,SELL,FILLED,2,2,@1.19,1.19,DAY,2026-06-22T16:49:35.064Z,2026-06-22T16:50:02.947Z
CRWV260702P00100000,CRWV260702P00100000,SELL,FILLED,2,2,@3.7,3.72,DAY,2026-06-22T16:49:27.777Z,2026-06-22T16:50:10.849Z
QQQ260702P00700000,QQQ260702P00700000,BUY,FILLED,5,5,@3.73,3.7,DAY,2026-06-22T16:43:53.824Z,2026-06-22T16:43:53.859Z
CRWV260702P00100000,CRWV260702P00100000,BUY,FILLED,2,2,@3,3,DAY,2026-06-22T15:00:03.015Z,2026-06-22T15:00:03.123Z
IREN260702P00055000,IREN260702P00055000,BUY,FILLED,3,3,@2.79,2.79,DAY,2026-06-22T14:56:32.144Z,2026-06-22T14:56:32.195Z
INTC260717C00160000,INTC260717C00160000,SELL,FILLED,2,2,@6.2,6.2,DAY,2026-06-22T14:43:44.534Z,2026-06-22T14:43:48.838Z
INTC260626C00155000,INTC260626C00155000,SELL,FILLED,5,5,@1.46,1.46,DAY,2026-06-22T13:43:08.727Z,2026-06-22T13:43:17.897Z
MSTR260626P00105000,MSTR260626P00105000,SELL,FILLED,5,5,@0.96,0.96,DAY,2026-06-22T13:41:45.474Z,2026-06-22T13:41:48.346Z
INTC260717C00160000,INTC260717C00160000,BUY,FILLED,1,1,@7.15,7.15,DAY,2026-06-22T13:36:03.666Z,2026-06-22T13:36:03.928Z
INTC260717C00165000,INTC260717C00165000,SELL,FILLED,2,2,@5.15,5.15,DAY,2026-06-22T13:34:05.742Z,2026-06-22T13:34:05.885Z
INTC260717C00165000,INTC260717C00165000,BUY,FILLED,2,2,@5.8,5.8,DAY,2026-06-22T13:31:03.452Z,2026-06-22T13:31:04.209Z
INTC260626C00155000,INTC260626C00155000,BUY,FILLED,5,5,@2.22,2.22,DAY,2026-06-22T13:30:37.934Z,2026-06-22T13:30:50.585Z
INTC260717C00160000,INTC260717C00160000,SELL,FILLED,2,2,@4.85,4.85,DAY,2026-06-18T19:52:05.367Z,2026-06-18T19:52:05.412Z
GLD260630P00365000,GLD260630P00365000,SELL,FILLED,10,10,@1.34,1.34,DAY,2026-06-18T19:42:18.663Z,2026-06-18T19:42:18.696Z
IBIT260717P00030000,IBIT260717P00030000,SELL,FILLED,30,30,@0.32,0.32,DAY,2026-06-18T19:42:10.472Z,2026-06-18T19:42:10.532Z
INTC260717C00160000,INTC260717C00160000,BUY,FILLED,2,2,@5.15,5.15,DAY,2026-06-18T19:14:03.332Z,2026-06-18T19:14:03.381Z
INTC260717C00160000,INTC260717C00160000,SELL,FILLED,2,2,@5.3,5.3,DAY,2026-06-18T18:47:37.379Z,2026-06-18T18:47:37.613Z
MRVL260618P00312500,MRVL260618P00312500,SELL,FILLED,1,1,@1.53,1.53,DAY,2026-06-18T17:04:52.220Z,2026-06-18T17:05:00.896Z
INTC260717C00160000,INTC260717C00160000,BUY,FILLED,3,3,@5.25,5.25,DAY,2026-06-18T17:04:14.383Z,2026-06-18T17:04:14.473Z
MRVL260618P00312500,MRVL260618P00312500,BUY,FILLED,1,1,@1.95,1.86,DAY,2026-06-18T16:40:51.674Z,2026-06-18T16:40:51.809Z
SMH260626P00560000,SMH260626P00560000,SELL,FILLED,3,3,@1.88,1.88,DAY,2026-06-18T16:32:45.865Z,2026-06-18T16:32:46.021Z
IBIT260717P00030000,IBIT260717P00030000,BUY,FILLED,30,30,@0.34,0.33,DAY,2026-06-18T16:32:24.642Z,2026-06-18T16:32:39.755Z
GLD260630P00365000,GLD260630P00365000,BUY,FILLED,10,10,@1.16,1.16,DAY,2026-06-18T16:22:48.408Z,2026-06-18T16:22:56.724Z
MSTR260626P00105000,MSTR260626P00105000,BUY,FILLED,5,5,@2.96,2.96,DAY,2026-06-18T16:17:14.110Z,2026-06-18T16:17:14.142Z
SMH260626P00560000,SMH260626P00560000,BUY,FILLED,5,5,@1.93,1.93,DAY,2026-06-18T16:12:30.942Z,2026-06-18T16:12:30.983Z
MSTR260626P00105000,MSTR260626P00105000,SELL,FILLED,5,5,@2.91,2.91,DAY,2026-06-18T16:03:18.531Z,2026-06-18T16:03:34.012Z
IBIT260717P00030000,IBIT260717P00030000,SELL,FILLED,30,30,@0.33,0.33,DAY,2026-06-18T16:03:13.731Z,2026-06-18T16:03:13.876Z
USO260626P00110000,USO260626P00110000,SELL,FILLED,5,5,@2.6,2.6,DAY,2026-06-18T15:45:52.113Z,2026-06-18T15:46:02.476Z
IREN260626P00054000,IREN260626P00054000,BUY,FILLED,3,3,@1.24,1.19,DAY,2026-06-18T15:21:37.014Z,2026-06-18T15:21:37.173Z
QQQ260618P00735000,QQQ260618P00735000,BUY,FILLED,3,3,@1.02,1.02,DAY,2026-06-18T15:21:00.366Z,2026-06-18T15:21:06.374Z
INTC260717C00150000,INTC260717C00150000,SELL,FILLED,1,1,@7.1,7.1,DAY,2026-06-18T15:20:30.177Z,2026-06-18T15:20:38.826Z
MRVL260702C00375000,MRVL260702C00375000,SELL,FILLED,1,1,@10.95,10.95,DAY,2026-06-18T15:20:22.892Z,2026-06-18T15:20:22.977Z
MRVL260618C00337500,MRVL260618C00337500,SELL,FILLED,1,1,@1.42,1.58,DAY,2026-06-18T15:19:18.447Z,2026-06-18T15:19:18.583Z
INTC260717C00150000,INTC260717C00150000,SELL,FILLED,2,2,@6.85,6.85,DAY,2026-06-18T15:19:09.917Z,2026-06-18T15:19:12.639Z
MRVL260618C00337500,MRVL260618C00337500,BUY,FILLED,1,1,@2.61,2.59,DAY,2026-06-18T15:14:04.235Z,2026-06-18T15:14:04.279Z
INTC260717C00150000,INTC260717C00150000,BUY,FILLED,2,2,@6.8,6.8,DAY,2026-06-18T15:10:24.417Z,2026-06-18T15:10:24.985Z
MRVL260702C00375000,MRVL260702C00375000,SELL,FILLED,1,1,@11.25,11.25,DAY,2026-06-18T15:06:14.807Z,2026-06-18T15:06:14.865Z
MRVL260702C00375000,MRVL260702C00375000,BUY,FILLED,1,1,@10,10,DAY,2026-06-18T14:29:53.085Z,2026-06-18T14:29:53.121Z
MRVL260702C00375000,MRVL260702C00375000,BUY,FILLED,1,1,@10.35,10.35,DAY,2026-06-18T14:27:26.627Z,2026-06-18T14:27:34.780Z
PLTR260618P00124000,PLTR260618P00124000,SELL,FILLED,5,5,@0.16,0.16,DAY,2026-06-18T14:18:03.763Z,2026-06-18T14:18:03.848Z
INTC260717C00150000,INTC260717C00150000,SELL,FILLED,2,2,@5.95,5.95,DAY,2026-06-18T14:09:39.278Z,2026-06-18T14:09:39.336Z
IBIT260717P00030000,IBIT260717P00030000,BUY,FILLED,30,30,@0.23,0.23,DAY,2026-06-18T14:09:06.447Z,2026-06-18T14:09:23.646Z
INTC260717C00150000,INTC260717C00150000,BUY,FILLED,3,3,@6.65,6.65,DAY,2026-06-18T14:03:44.171Z,2026-06-18T14:03:44.242Z
MSTR260626P00105000,MSTR260626P00105000,BUY,FILLED,5,5,@2.24,2.24,DAY,2026-06-18T14:02:58.135Z,2026-06-18T14:02:58.242Z
PLTR260618P00124000,PLTR260618P00124000,BUY,FILLED,5,5,@0.57,0.57,DAY,2026-06-18T14:00:48.735Z,2026-06-18T14:00:48.769Z
INTC260717C00150000,INTC260717C00150000,SELL,FILLED,2,2,@6,6.05,DAY,2026-06-18T13:58:06.550Z,2026-06-18T13:58:06.858Z
INTC260717C00150000,INTC260717C00150000,SELL,FILLED,3,3,@6.2,6.2,DAY,2026-06-18T13:56:42.615Z,2026-06-18T13:56:54.833Z
INTC260717C00180000,INTC260717C00180000,SELL,FILLED,3,3,@2.06,2.06,DAY,2026-06-18T13:50:19.698Z,2026-06-18T13:50:19.740Z
INTC260618C00134000,INTC260618C00134000,SELL,FILLED,1,1,@1.3,1.33,DAY,2026-06-18T13:48:18.091Z,2026-06-18T13:48:18.227Z
GLD260618P00385000,GLD260618P00385000,SELL,FILLED,2,2,@0.1,0.12,DAY,2026-06-18T13:39:58.808Z,2026-06-18T13:39:59.022Z
INTC260717C00180000,INTC260717C00180000,BUY,FILLED,3,3,@3.1,2.97,DAY,2026-06-18T13:34:22.022Z,2026-06-18T13:34:22.135Z
